GeneID,Gene_name,logFC,adj.P.Val
TRINITY_DN42712_c2_g1,,-1.251569399,0.034313261
TRINITY_DN42725_c0_g1,,-2.836707552,0.001045034
TRINITY_DN42893_c0_g1,,-3.397704584,0.008665094
TRINITY_DN4291_c17_g1,,-1.545409533,0.046219416
TRINITY_DN42937_c0_g1,,-1.82755315,0.003877639
TRINITY_DN4294_c10_g1,,-1.681923744,0.040097283
TRINITY_DN42994_c0_g2,,-1.735249477,0.000912146
TRINITY_DN430_c0_g1,WASHC4 KIAA1033,-1.399310712,0.028020711
TRINITY_DN43010_c0_g1,,-1.277477559,0.015326684
TRINITY_DN43046_c0_g1,,-3.337944089,0.003211811
TRINITY_DN43047_c0_g1,,-5.018445276,0.00052587
TRINITY_DN43056_c0_g1,,-2.700571563,0.015762199
TRINITY_DN43118_c0_g1,,-1.178750617,0.023727343
TRINITY_DN43130_c0_g1,RASA3,-1.56192157,0.007645019
TRINITY_DN4315_c0_g1,,-1.201442476,0.023720296
TRINITY_DN4315_c10_g1,,-2.052779508,0.002632127
TRINITY_DN43202_c0_g1,,-1.084914862,0.039583432
TRINITY_DN43209_c0_g1,,-1.543525566,0.002093653
TRINITY_DN4325_c1_g1,,-1.522300239,0.035943483
TRINITY_DN4329_c7_g1,,-3.489584708,0.006647819
TRINITY_DN43317_c1_g1,,-2.130782497,0.008350783
TRINITY_DN43318_c0_g1,GRM1 GPRC1A MGLUR1,-2.218976514,0.012064042
TRINITY_DN43330_c0_g1,,-1.837681308,0.014845407
TRINITY_DN43336_c0_g1,,-2.694266213,0.009599846
TRINITY_DN43414_c0_g1,,-3.501339441,0.000782625
TRINITY_DN43477_c0_g1,,-2.949010802,0.009120679
TRINITY_DN43479_c0_g1,ric1,-1.48269196,0.012674862
TRINITY_DN43481_c0_g1,,-3.36397143,0.003665343
TRINITY_DN43606_c7_g1,,-2.243199672,0.033285105
TRINITY_DN43621_c0_g1,Kif1b,-3.591338607,0.000115904
TRINITY_DN43644_c0_g1,tbc1d32 bromi si:dkey-233p4.1,-1.196236282,0.025700153
TRINITY_DN4366_c1_g1,,-1.345114358,0.010045548
TRINITY_DN43675_c0_g2,,-1.261238104,0.012042669
TRINITY_DN43723_c3_g1,,-1.869185194,0.001916608
TRINITY_DN43845_c0_g1,,-2.670445631,0.028331565
TRINITY_DN43855_c0_g1,,-4.010179067,0.002403535
TRINITY_DN43858_c1_g1,,-1.921679015,0.016723307
TRINITY_DN43877_c2_g1,,-2.03243983,0.013882261
TRINITY_DN43881_c0_g1,,-1.006549893,0.009839874
TRINITY_DN4391_c0_g1,Emb Gp70,-1.698866296,6.99E-06
TRINITY_DN43913_c0_g1,,-3.942145502,0.003407857
TRINITY_DN43938_c0_g1,,-1.127510623,0.020331019
TRINITY_DN4397_c0_g2,,-1.185772321,0.021964689
TRINITY_DN44_c1_g1,,-1.002339669,0.000261235
TRINITY_DN4403_c1_g1,,-1.52743268,0.046081637
TRINITY_DN44075_c0_g1,,-1.636246053,0.014201514
TRINITY_DN44118_c2_g1,Erc2 Cast1 D14Ertd171e Kiaa0378,-1.276346655,0.037015012
TRINITY_DN44196_c0_g1,SIAH2,-1.038756165,0.004263786
TRINITY_DN44239_c0_g2,Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1,-1.430591467,0.03435539
TRINITY_DN44246_c1_g1,,-1.323686422,0.032851597
TRINITY_DN44266_c0_g1,,-2.407005721,0.013986742
TRINITY_DN44273_c0_g1,,-4.412141283,0.000497577
TRINITY_DN44326_c0_g1,,-1.266256893,0.037625092
TRINITY_DN44345_c0_g1,,-1.684172905,0.04570477
TRINITY_DN4438_c0_g1,,-1.019673292,0.0001964
TRINITY_DN44388_c0_g1,,-1.655407862,0.012848735
TRINITY_DN4439_c1_g1,,-1.22372407,0.002516662
TRINITY_DN4444_c2_g1,,-2.351617905,0.027006085
TRINITY_DN44464_c0_g1,,-1.804612446,0.036304645
TRINITY_DN44550_c0_g1,,-1.05248977,0.003766544
TRINITY_DN4462_c2_g1,Cgrrf1 Cgr19,-1.128664115,0.003920751
TRINITY_DN44620_c0_g1,,-1.016377644,0.043877614
TRINITY_DN44631_c0_g1,,-1.102455988,0.012321944
TRINITY_DN44673_c2_g1,,-1.368882709,0.022288905
TRINITY_DN4471_c0_g1,Smoc1 Srg,-1.092824059,0.000182888
TRINITY_DN44730_c0_g1,,-1.481596565,0.036520253
TRINITY_DN44744_c0_g1,,-4.528999967,0.000510289
TRINITY_DN44744_c0_g2,,-2.15787181,0.014120849
TRINITY_DN44766_c3_g1,,-2.361997496,0.014704768
TRINITY_DN4477_c1_g1,,-1.615483586,0.024824427
TRINITY_DN44825_c0_g1,,-1.702620614,0.01309017
TRINITY_DN4483_c1_g1,,-1.282455697,0.044963938
TRINITY_DN44868_c0_g3,,-1.410905481,0.023738082
TRINITY_DN44900_c0_g2,,-1.537273605,0.031277168
TRINITY_DN44932_c0_g1,,-1.358362345,0.016572984
TRINITY_DN4498_c2_g1,,-2.136065703,0.027354418
TRINITY_DN4501_c0_g1,,-1.782627466,0.031715663
TRINITY_DN45064_c0_g1,,-1.860329637,0.005693012
TRINITY_DN4507_c2_g1,,-2.785038744,0.002123749
TRINITY_DN45086_c0_g1,,-1.035315156,0.029638704
TRINITY_DN45140_c0_g1,,-4.49708054,0.036131844
TRINITY_DN45163_c0_g1,,-1.791973539,0.002832235
TRINITY_DN45211_c0_g1,,-3.211819678,0.00593338
TRINITY_DN45229_c0_g1,FGF14 FHF4,-3.314676358,0.000230153
TRINITY_DN45229_c1_g1,Fgf12 Fhf1,-3.333742345,0.000524457
TRINITY_DN45391_c0_g1,dnm1l zgc:66163,-2.990781412,0.010221544
TRINITY_DN45408_c1_g1,,-1.624280297,0.001895472
TRINITY_DN4544_c11_g1,,-3.945238871,0.001043862
TRINITY_DN4544_c6_g1,,-1.575847263,0.029550122
TRINITY_DN45473_c0_g1,FRMD3,-2.096915988,0.003167969
TRINITY_DN45482_c1_g1,,-2.707116122,0.001941848
TRINITY_DN45506_c0_g1,,-3.438599045,0.005557753
TRINITY_DN45589_c0_g1,,-1.947055524,0.005728728
TRINITY_DN45615_c0_g1,,-1.748154116,0.007306448
TRINITY_DN45615_c0_g2,,-1.264479649,0.012298347
TRINITY_DN45651_c0_g2,,-1.151454277,0.040471498
TRINITY_DN45683_c0_g1,,-2.160375227,0.011993934
TRINITY_DN45716_c0_g1,,-2.187499663,0.00232517
TRINITY_DN45736_c5_g1,,-1.247729241,0.027811702
TRINITY_DN45743_c0_g1,,-1.76141954,0.005123985
TRINITY_DN458_c0_g1,jockey\pol pol,-1.312844589,0.019733347
TRINITY_DN45803_c3_g1,,-2.192775602,0.001970886
TRINITY_DN45803_c4_g1,CLCN2,-1.926504124,0.006979751
TRINITY_DN45866_c0_g1,,-1.204343428,0.004033904
TRINITY_DN45898_c0_g1,,-1.811820866,0.003595291
TRINITY_DN459_c6_g1,,-1.977428995,0.034887077
TRINITY_DN45924_c0_g1,,-1.152908123,0.023685226
TRINITY_DN45931_c3_g1,,-1.001720754,0.03991682
TRINITY_DN46050_c0_g2,,-1.41316137,0.012419205
TRINITY_DN46055_c0_g1,,-3.1503883,0.002062687
TRINITY_DN46061_c0_g1,,-1.863570606,5.22E-05
TRINITY_DN46074_c2_g1,,-3.083885736,0.00341181
TRINITY_DN46094_c0_g1,,-1.195272223,0.040209541
TRINITY_DN46120_c0_g1,,-1.123235821,0.022969917
TRINITY_DN46208_c7_g1,,-2.864850898,0.001043862
TRINITY_DN46210_c0_g2,,-2.811621402,0.026070079
TRINITY_DN4625_c0_g2,,-1.273821117,0.032289766
TRINITY_DN46252_c1_g1,,-1.315491229,0.009997175
TRINITY_DN46257_c0_g1,,-1.048022448,0.041239854
TRINITY_DN46270_c4_g1,,-1.411520862,0.008531024
TRINITY_DN46304_c2_g1,,-1.827065742,0.003732514
TRINITY_DN46341_c1_g1,,-2.261076014,0.00071477
TRINITY_DN46409_c0_g1,,-2.14973129,0.004574823
TRINITY_DN46422_c1_g1,,-1.87061981,0.00099243
TRINITY_DN46477_c2_g1,ADCY8,-2.958382614,0.001423601
TRINITY_DN46554_c0_g1,,-3.090717301,0.021312668
TRINITY_DN46586_c1_g1,,-2.142997613,0.000390105
TRINITY_DN46592_c0_g1,,-2.197848913,0.001221594
TRINITY_DN46609_c0_g1,,-1.139284064,0.019762402
TRINITY_DN46682_c0_g3,,-1.885468106,0.019015325
TRINITY_DN46756_c0_g1,,-2.715190794,0.008119632
TRINITY_DN46785_c0_g2,,-1.55972677,0.032516488
TRINITY_DN4681_c8_g1,,-1.398009956,0.000207331
TRINITY_DN4681_c8_g2,,-1.506227545,0.000612726
TRINITY_DN4689_c2_g1,,-1.483330921,0.005663065
TRINITY_DN46989_c0_g1,C1orf127,-1.450161402,0.018063195
TRINITY_DN4699_c3_g1,,-1.098741815,0.002093653
TRINITY_DN4707_c0_g1,,-1.327194966,0.000834598
TRINITY_DN47070_c0_g3,GPS1 COPS1 CSN1,-2.348501705,0.015901906
TRINITY_DN471_c0_g2,MAP6 KIAA1878,-1.068461923,0.005650247
TRINITY_DN47104_c0_g1,MUC6,-1.765701358,0.023555947
TRINITY_DN47133_c0_g1,FBXO25 QtsA-19104,-1.012753062,0.000159664
TRINITY_DN47193_c0_g1,,-2.663543138,0.006363796
TRINITY_DN47262_c2_g1,ppp6r3-b pp6r3-b saps3-b,-1.595539336,0.039496768
TRINITY_DN47286_c0_g1,,-4.541120181,0.002467704
TRINITY_DN47290_c2_g1,,-1.615340458,0.019244256
TRINITY_DN47330_c2_g1,,-2.589768974,0.002338984
TRINITY_DN47347_c0_g1,,-1.368736135,0.022418751
TRINITY_DN4753_c2_g1,Ciart Gm129,-4.083725416,0.001181724
TRINITY_DN4753_c2_g2,,-3.460426968,0.001632227
TRINITY_DN4756_c1_g2,,-1.565500801,0.014111404
TRINITY_DN476_c0_g2,Kif5c Nkhc2,-1.005472518,0.000886007
TRINITY_DN47631_c0_g1,Ppfia2,-1.526772859,0.004898126
TRINITY_DN47635_c0_g1,ATR FRP1,-1.215123385,0.002141409
TRINITY_DN47666_c0_g1,,-1.19426028,0.027344171
TRINITY_DN47695_c0_g1,Srpk2,-5.950292879,0.000445053
TRINITY_DN4785_c1_g1,,-4.042816023,0.00067941
TRINITY_DN4786_c2_g1,,-1.215925231,0.000227971
TRINITY_DN47911_c0_g1,,-2.652694085,0.009579827
TRINITY_DN4795_c25_g1,,-1.680619544,0.024329239
TRINITY_DN48010_c0_g2,,-1.052395358,0.048420858
TRINITY_DN4802_c0_g1,,-1.152512711,0.026516625
TRINITY_DN4810_c0_g1,FRMPD3 KIAA1817,-1.490407289,0.000460337
TRINITY_DN48102_c0_g1,,-1.192550361,0.00560514
TRINITY_DN48128_c0_g1,,-1.94071902,0.005062411
TRINITY_DN48128_c1_g1,,-1.305010467,0.004571756
TRINITY_DN48134_c0_g1,,-2.116438612,0.000749831
TRINITY_DN48134_c0_g2,,-1.98630508,0.015089119
TRINITY_DN48287_c0_g1,,-1.884113659,0.027666066
TRINITY_DN48316_c0_g1,DAN4 YJR151C J2223,-2.608839869,0.001364868
TRINITY_DN48419_c0_g1,MYLK,-1.427762455,0.02413125
TRINITY_DN4842_c5_g1,,-1.504981543,0.005257003
TRINITY_DN48463_c1_g1,NRXN1,-4.106566241,0.000557821
TRINITY_DN48505_c1_g2,,-1.025658147,0.031875875
TRINITY_DN48557_c0_g1,,-1.052771233,0.006481872
TRINITY_DN48562_c0_g1,,-3.733262929,0.004248745
TRINITY_DN48564_c0_g1,,-2.409880936,0.006216306
TRINITY_DN48733_c0_g3,,-1.487086974,0.026250513
TRINITY_DN48777_c0_g2,,-2.665814487,0.001816361
TRINITY_DN4882_c0_g1,ubp15 ubp21 ubpd SPBC713.02c,-1.034912822,0.008217026
TRINITY_DN48826_c0_g1,,-1.328312259,0.01949552
TRINITY_DN48881_c0_g2,,-3.156698289,0.000527074
TRINITY_DN48897_c1_g4,,-1.703114907,0.046853522
TRINITY_DN48908_c0_g1,,-1.949686572,0.014763092
TRINITY_DN4893_c1_g1,,-2.212463079,0.005470539
TRINITY_DN48943_c0_g1,,-2.296125773,0.043190184
TRINITY_DN48949_c0_g3,,-2.463042326,0.003211811
TRINITY_DN48969_c0_g1,,-1.194166474,0.005394265
TRINITY_DN48972_c0_g1,,-1.096053651,0.033395497
TRINITY_DN48993_c1_g1,,-1.958011954,0.00147592
TRINITY_DN4902_c0_g1,Gimap9 Ian7,-1.579223389,0.003732514
TRINITY_DN49020_c0_g1,,-1.585736088,0.036592269
TRINITY_DN49020_c0_g3,,-1.636564556,0.015486407
TRINITY_DN4906_c0_g2,,-1.069938476,0.008907677
TRINITY_DN49078_c0_g1,sla1 SPAC16E8.01,-1.654589671,0.023449242
TRINITY_DN49108_c0_g1,,-1.050854507,0.03755447
TRINITY_DN49109_c0_g3,fkbp1 DDB_G0275227,-1.44045395,0.008737413
TRINITY_DN49181_c1_g1,,-2.870373186,0.006434404
TRINITY_DN49212_c0_g1,,-1.438734061,0.013203855
TRINITY_DN49260_c0_g1,ARRB1,-5.257345508,0.001802867
TRINITY_DN49288_c0_g1,,-1.229881949,0.03839523
TRINITY_DN49352_c0_g2,,-2.336399668,0.046801933
TRINITY_DN49352_c2_g1,,-1.786761598,0.003313752
TRINITY_DN4938_c0_g1,Wnk2 Kiaa1760,-1.133349114,6.33E-05
TRINITY_DN49399_c0_g1,,-1.403901213,0.026866576
TRINITY_DN49429_c0_g1,,-1.076951241,0.009684308
TRINITY_DN49505_c3_g1,,-1.943350616,0.008202688
TRINITY_DN49523_c0_g1,,-2.26591557,0.038023682
TRINITY_DN4953_c1_g1,,-2.53627936,0.010677699
TRINITY_DN49535_c0_g1,,-1.199445441,0.014988435
TRINITY_DN49598_c0_g1,,-2.42143361,0.002299345
TRINITY_DN49766_c0_g1,,-1.486737913,0.026125232
TRINITY_DN49770_c0_g1,,-1.884947535,0.026494431
TRINITY_DN4980_c10_g1,,-1.821049702,0.00146693
TRINITY_DN49817_c1_g3,MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1,-1.303162695,0.002843572
TRINITY_DN49887_c0_g1,,-1.948987585,0.000795289
TRINITY_DN49953_c0_g2,,-1.224723297,0.030613118
TRINITY_DN49964_c0_g1,,-1.618031836,0.033564849
TRINITY_DN50087_c1_g1,,-1.301841946,0.014099163
TRINITY_DN5009_c0_g2,ZMYM1,-2.351626586,0.002496564
TRINITY_DN50106_c2_g1,,-2.386008227,0.005277109
TRINITY_DN50109_c0_g1,,-1.321573091,0.016793978
TRINITY_DN50113_c0_g1,,-1.031889091,0.015926578
TRINITY_DN50174_c1_g1,,-2.758125863,0.030275728
TRINITY_DN5018_c2_g1,PLA2R1,-1.205149484,0.001215836
TRINITY_DN50255_c0_g1,Gpr17,-2.277862087,0.003516744
TRINITY_DN50353_c1_g1,,-2.751399369,0.007727201
TRINITY_DN50435_c0_g1,,-2.703262353,0.012942725
TRINITY_DN50444_c0_g1,,-2.77355942,0.043600178
TRINITY_DN50445_c1_g1,tf,-3.543773942,0.002438687
TRINITY_DN50503_c0_g1,,-1.682385876,0.028638773
TRINITY_DN50615_c1_g2,,-1.224540364,0.029824481
TRINITY_DN5071_c1_g1,,-1.353454276,0.021080398
TRINITY_DN50942_c0_g1,ANK3,-1.77494081,0.001351124
TRINITY_DN50956_c0_g1,,-1.899190818,0.018268499
TRINITY_DN5097_c0_g3,,-2.620149016,0.002731892
TRINITY_DN51002_c0_g1,,-2.148737195,0.000692159
TRINITY_DN51069_c0_g1,,-2.092031324,0.008350783
TRINITY_DN51097_c0_g2,,-2.129166844,0.03080828
TRINITY_DN51172_c0_g1,,-1.59150667,0.017270192
TRINITY_DN51292_c0_g1,Slc7a11 sut,-1.419232678,0.039404792
TRINITY_DN51361_c0_g1,,-1.814441755,0.000559752
TRINITY_DN51362_c0_g1,,-3.724145797,0.00147592
TRINITY_DN5137_c1_g2,,-1.300110819,0.000577501
TRINITY_DN51380_c0_g1,Rac1 Rac,-1.660577081,0.029158235
TRINITY_DN51426_c1_g2,,-2.518002208,0.041851098
TRINITY_DN51458_c0_g1,,-1.726707112,0.002315935
TRINITY_DN51476_c1_g1,,-2.098422943,0.006505571
TRINITY_DN51511_c0_g1,Prpf38a,-4.042955742,0.000760979
TRINITY_DN51518_c0_g1,Nalcn Nca Rb21 Vgcnl1,-1.813929807,0.002676935
TRINITY_DN51549_c2_g2,,-1.841658068,0.008681412
TRINITY_DN51572_c1_g1,,-3.278960264,0.004014466
TRINITY_DN51578_c0_g1,,-2.27406234,0.001578121
TRINITY_DN51760_c0_g1,,-1.30005184,0.036542601
TRINITY_DN5182_c3_g1,Ube3a,-1.669114265,0.042068965
TRINITY_DN51852_c0_g2,,-1.640278627,0.014880429
TRINITY_DN51882_c1_g1,,-2.003263372,0.035984338
TRINITY_DN5201_c3_g1,,-1.349424988,0.000108971
TRINITY_DN5201_c6_g1,,-1.086802672,0.048535756
TRINITY_DN52013_c0_g1,,-2.769521723,0.017116724
TRINITY_DN52025_c0_g1,,-1.737502705,0.004926445
TRINITY_DN5208_c0_g1,,-1.40951966,0.002603935
TRINITY_DN52173_c0_g1,,-2.298581291,0.009132822
TRINITY_DN5223_c1_g1,,-1.360222262,0.000692159
TRINITY_DN5226_c0_g1,,-4.427555151,0.01031946
TRINITY_DN52280_c0_g1,,-1.714836698,0.029428808
TRINITY_DN52302_c0_g1,,-3.678608571,0.001783657
TRINITY_DN52389_c2_g1,,-1.327435846,0.030481562
TRINITY_DN5249_c1_g3,,-1.084779441,0.016587034
TRINITY_DN52611_c1_g1,,-2.066523281,0.001320198
TRINITY_DN5268_c0_g1,,-2.654533952,0.000139555
TRINITY_DN52701_c1_g1,,-1.273113799,0.015997488
TRINITY_DN52723_c0_g1,,-2.008602766,0.0101629
TRINITY_DN52810_c2_g1,,-1.492345729,0.009222689
TRINITY_DN52817_c1_g1,,-1.61485385,0.0286223
TRINITY_DN5284_c0_g2,FAT1 CDHF7 FAT,-2.107664255,0.044188971
TRINITY_DN52853_c0_g1,,-2.438621553,0.004384334
TRINITY_DN52932_c0_g1,NR1D2,-1.877263879,0.000336767
TRINITY_DN52933_c0_g1,,-1.455543052,0.035343557
TRINITY_DN5309_c1_g2,,-1.597196835,0.005288252
TRINITY_DN532_c3_g1,GRIA3 GLUR3 GLURC,-1.129319104,0.030541412
TRINITY_DN5330_c0_g1,,-1.554713395,0.002546019
TRINITY_DN53320_c3_g1,,-2.096851685,0.006958626
TRINITY_DN53439_c0_g1,,-2.863034566,0.01147246
TRINITY_DN53476_c0_g1,cnih2 zgc:101874,-1.658314414,0.005728176
TRINITY_DN53526_c0_g1,,-1.089609749,0.001198287
TRINITY_DN53669_c1_g1,,-1.095356179,0.016591498
TRINITY_DN537_c0_g1,PF11_0240 PF3D7_1122900,-2.309725592,0.004962514
TRINITY_DN53751_c0_g1,CD163L1 CD163B M160 UNQ6434/PRO23202,-1.738311893,0.042173157
TRINITY_DN53752_c0_g1,,-1.152988664,0.004184573
TRINITY_DN53937_c0_g1,,-1.285013906,0.008914332
TRINITY_DN53938_c0_g2,,-1.924588912,0.017360635
TRINITY_DN53940_c4_g1,,-2.436714623,0.007667517
TRINITY_DN53945_c0_g1,,-1.144599021,0.009449704
TRINITY_DN54019_c0_g1,,-1.884095422,0.001057522
TRINITY_DN54041_c0_g1,,-1.760511844,0.000783633
TRINITY_DN54107_c0_g1,,-1.936617434,0.010677699
TRINITY_DN54111_c0_g1,,-1.52534996,0.004558625
TRINITY_DN54173_c0_g1,,-2.101159127,0.043018106
TRINITY_DN54188_c0_g3,,-1.774400135,0.007984715
TRINITY_DN54216_c1_g1,,-2.227025491,0.020467171
TRINITY_DN54230_c0_g2,,-2.080492504,0.034650281
TRINITY_DN5428_c1_g1,Smox Smo,-1.56286038,0.002518905
TRINITY_DN54337_c0_g4,MMP9,-1.084424476,0.031393137
TRINITY_DN54412_c0_g1,,-2.759039102,0.002148986
TRINITY_DN54604_c0_g1,,-1.039984877,0.031418088
TRINITY_DN54616_c0_g1,,-1.234793962,0.005562918
TRINITY_DN54714_c0_g1,,-1.365930967,0.001063405
TRINITY_DN54716_c2_g4,,-1.985722803,0.039277085
TRINITY_DN549_c3_g1,,-1.067292137,0.024865853
TRINITY_DN54955_c2_g2,,-1.20841403,0.03216841
TRINITY_DN54964_c1_g1,,-2.214898277,0.00056364
TRINITY_DN55006_c1_g1,0,-2.505241753,0.003344295
TRINITY_DN55018_c0_g1,,-1.484355231,0.024087768
TRINITY_DN5510_c4_g1,,-1.081942929,0.014765848
TRINITY_DN5520_c0_g1,smarcb1 snf5,-1.74604734,0.006393254
TRINITY_DN55217_c5_g7,,-1.595876793,0.028916731
TRINITY_DN55361_c2_g1,,-1.826195576,0.005264553
TRINITY_DN554_c2_g1,Tbcel Lrrc35,-1.574401118,0.000416377
TRINITY_DN5540_c0_g1,,-1.464129219,0.002661201
TRINITY_DN55523_c0_g1,,-1.284605752,0.002155024
TRINITY_DN55645_c3_g1,tnrc4-b,-1.999952881,0.001579865
TRINITY_DN55674_c0_g1,,-1.081970881,0.046667516
TRINITY_DN55695_c0_g2,,-1.182965226,0.027880222
TRINITY_DN55794_c0_g1,,-1.911429961,0.008344946
TRINITY_DN55806_c0_g1,,-1.243658928,0.020619358
TRINITY_DN55828_c0_g1,,-1.798787986,0.039019755
TRINITY_DN55878_c0_g1,,-1.251208844,0.005784557
TRINITY_DN55926_c0_g2,RASGRF1 CDC25 GNRP GRF1,-5.043157917,0.001652921
TRINITY_DN55967_c0_g1,,-1.395580258,0.024770549
TRINITY_DN56008_c0_g1,,-1.318518717,0.006671959
TRINITY_DN5618_c1_g1,,-1.015862148,0.018333432
TRINITY_DN56216_c0_g1,,-3.658365942,0.000557821
TRINITY_DN56311_c0_g1,,-2.949693624,0.008104287
TRINITY_DN56349_c0_g3,,-1.490084332,0.014952301
TRINITY_DN56468_c0_g1,Gpr119,-1.659857893,0.009494789
TRINITY_DN56500_c0_g1,styx-b,-1.323817521,0.045911496
TRINITY_DN5654_c0_g1,,-1.297559049,6.99E-06
TRINITY_DN56562_c0_g1,,-1.726813788,0.020279409
TRINITY_DN56678_c0_g1,,-2.801144225,0.004854853
TRINITY_DN56705_c0_g1,Akap5 Akap150,-1.668533776,0.001744508
TRINITY_DN56755_c0_g3,,-2.135954404,0.002405465
TRINITY_DN56761_c2_g1,,-3.256340253,0.012283309
TRINITY_DN5684_c1_g1,,-3.042173769,0.008163891
TRINITY_DN56967_c0_g1,,-2.517532256,0.023913223
TRINITY_DN57135_c0_g1,,-1.174559766,0.010662612
TRINITY_DN5714_c0_g1,HMGXB4 HMG2L1 HMGBCG,-1.001895301,0.00198759
TRINITY_DN57181_c3_g1,,-1.271378796,0.008424614
TRINITY_DN57264_c0_g1,,-1.344469217,0.011992879
TRINITY_DN57388_c0_g1,,-1.048351471,0.049340685
TRINITY_DN5743_c0_g1,FRZB SFRP3,-1.593804665,0.002579935
TRINITY_DN57530_c1_g2,,-1.219845608,0.025566064
TRINITY_DN5755_c1_g1,,-2.550641679,0.003055899
TRINITY_DN57603_c0_g1,,-2.268074986,0.041933308
TRINITY_DN57635_c0_g1,,-2.337234742,0.009787563
TRINITY_DN57654_c0_g1,,-1.200477218,0.028480737
TRINITY_DN5771_c0_g1,letm1 si:ch211-195n12.1 si:rp71-77d7.1,-1.019741142,0.007615083
TRINITY_DN57754_c0_g1,EEF2,-1.860033988,0.007310157
TRINITY_DN57829_c0_g2,,-2.555844604,0.000301762
TRINITY_DN5784_c3_g1,NR1D1 EAR1 HREV THRAL,-1.518215683,0.018528405
TRINITY_DN579_c1_g1,,-1.307752815,0.033450169
TRINITY_DN58001_c0_g1,TULP4 KIAA1397 TUBL4 TUSP,-2.746363957,0.012820083
TRINITY_DN5814_c0_g1,,-1.056978802,0.039053616
TRINITY_DN58159_c0_g1,,-1.769948282,0.026127941
TRINITY_DN58301_c0_g1,,-1.767304639,0.01805671
TRINITY_DN58319_c0_g1,tert,-2.006130339,0.001912389
TRINITY_DN5835_c0_g1,,-1.521611735,0.017808277
TRINITY_DN584_c2_g1,,-1.211591047,0.013736224
TRINITY_DN589_c5_g1,Cadps Caps Caps1 Kiaa1121,-1.211058267,0.001462932
TRINITY_DN58985_c0_g1,,-1.785076373,0.028366518
TRINITY_DN59181_c0_g2,,-1.524655482,0.002359206
TRINITY_DN59245_c0_g1,CCDC15,-1.145791748,0.008338625
TRINITY_DN59381_c0_g1,,-3.132208536,0.009631268
TRINITY_DN59406_c0_g2,,-1.038739456,0.049262908
TRINITY_DN59662_c1_g2,EPS15 AF1P,-1.12797634,0.005898827
TRINITY_DN5975_c0_g1,,-1.210390133,0.011131534
TRINITY_DN59789_c0_g1,Tf2-9 SPBC9B6.02c,-4.172755914,0.025794692
TRINITY_DN5980_c0_g1,Usp7 Hausp,-1.503526459,0.000236582
TRINITY_DN59826_c0_g1,,-3.413538695,0.004503313
TRINITY_DN59827_c0_g1,,-2.890902984,0.008619276
TRINITY_DN59851_c0_g1,,-2.883828598,0.001204678
TRINITY_DN59869_c0_g1,,-1.667886476,0.042034098
TRINITY_DN59870_c0_g1,,-3.695988327,0.003592135
TRINITY_DN59892_c1_g1,,-1.03552987,0.036848018
TRINITY_DN59964_c0_g1,,-3.997481019,0.000376375
TRINITY_DN59988_c2_g1,,-3.130328257,0.001622717
TRINITY_DN60_c0_g2,,-1.00897504,0.001196357
TRINITY_DN6006_c1_g1,,-2.495480956,0.028626757
TRINITY_DN60157_c0_g1,,-3.206794803,0.002123749
TRINITY_DN60184_c0_g1,,-1.544404407,0.043483877
TRINITY_DN60238_c0_g1,,-1.523262405,0.031153738
TRINITY_DN60245_c0_g1,,-1.818704626,0.048431119
TRINITY_DN60369_c0_g1,,-1.405088854,0.001949557
TRINITY_DN60412_c1_g1,ndrg4-b,-1.034068295,0.009753763
TRINITY_DN60431_c0_g1,,-1.100307403,0.022536365
TRINITY_DN6044_c1_g1,,-1.575129003,0.015504009
TRINITY_DN6046_c1_g1,USP47,-2.731042343,0.002119672
TRINITY_DN60466_c0_g1,,-1.230488211,0.018525748
TRINITY_DN60475_c0_g1,,-1.903282163,0.017116724
TRINITY_DN60490_c0_g1,,-3.13968592,0.012848735
TRINITY_DN60491_c0_g1,,-1.850545913,0.017187448
TRINITY_DN60627_c0_g2,,-2.156641346,0.039390339
TRINITY_DN60702_c1_g1,,-2.056079651,0.022577252
TRINITY_DN60746_c0_g1,,-1.653673926,0.043356215
TRINITY_DN60787_c1_g1,,-1.676600032,0.001106625
TRINITY_DN60820_c0_g1,,-1.581767007,0.025755308
TRINITY_DN60835_c1_g5,,-1.385635235,0.018824322
TRINITY_DN60949_c3_g2,,-2.346744821,0.01303818
TRINITY_DN6095_c0_g4,SSB,-4.805731864,0.003311263
TRINITY_DN61013_c3_g1,,-1.390235886,0.026714246
TRINITY_DN61059_c0_g1,,-2.602952285,0.001331193
TRINITY_DN61090_c0_g2,,-1.028548642,0.048150315
TRINITY_DN61179_c4_g1,,-1.111434541,0.009579827
TRINITY_DN6118_c0_g2,camk2d1 camk2db zgc:101001 zgc:173815,-1.040636885,0.000780546
TRINITY_DN6118_c0_g3,,-1.093787646,0.008018291
TRINITY_DN6122_c0_g5,,-1.490715278,0.005916006
TRINITY_DN61322_c0_g1,,-1.532696471,0.013967359
TRINITY_DN61420_c2_g1,,-1.414644288,0.044834378
TRINITY_DN6145_c2_g1,,-2.268607865,0.007959245
TRINITY_DN61555_c1_g1,,-1.24147869,0.011894005
TRINITY_DN61584_c0_g1,,-1.789234404,0.030834933
TRINITY_DN61759_c1_g1,Ppat,-1.013942471,0.014699358
