GeneID	Gene_me	logFC	P_Value	adj_P_Val
TRINITY_DN25716_c2_g3		-2.777968269	9.13E-05	0.002714161
TRINITY_DN50444_c0_g1		-2.77355942	0.00715984	0.043600178
TRINITY_DN9323_c1_g1		-2.770380021	0.00016206	0.003809233
TRINITY_DN52013_c0_g1		-2.769521723	0.001720888	0.017116724
TRINITY_DN81553_c0_g1		-2.767238748	0.000240465	0.004873065
TRINITY_DN21366_c0_g1		-2.765298394	6.14E-07	0.000181437
TRINITY_DN16915_c0_g1		-2.763746804	3.45E-05	0.001540397
TRINITY_DN21073_c0_g1		-2.763209242	2.37E-08	3.05E-05
TRINITY_DN29501_c0_g2		-2.761066543	0.002328637	0.020875248
TRINITY_DN28464_c0_g1		-2.76068913	0.002103708	0.019619358
TRINITY_DN54412_c0_g1		-2.759039102	6.11E-05	0.002148986
TRINITY_DN22280_c2_g1		-2.75891095	0.004919759	0.034372628
TRINITY_DN50174_c1_g1		-2.758125863	0.004084291	0.030275728
TRINITY_DN2108_c3_g1		-2.758119184	0.000488602	0.00764144
TRINITY_DN8861_c0_g3		-2.757567067	8.23E-05	0.002563215
TRINITY_DN50353_c1_g1		-2.751399369	0.000496579	0.007727201
TRINITY_DN105118_c0_g1		-2.747833433	0.000820562	0.010538287
TRINITY_DN139914_c0_g1		-2.747333932	0.000664406	0.009239541
TRINITY_DN58001_c0_g1	TULP4 KIAA1397 TUBL4 TUSP	-2.746363957	0.001108272	0.012820083
TRINITY_DN64059_c0_g1		-2.742014	0.000144976	0.00354253
TRINITY_DN110791_c0_g1		-2.735555785	0.000367658	0.00638418
TRINITY_DN152096_c0_g1		-2.732316714	3.44E-05	0.001539766
TRINITY_DN6046_c1_g1	USP47	-2.731042343	5.97E-05	0.002119672
TRINITY_DN158771_c0_g1		-2.729157407	4.61E-05	0.001833117
TRINITY_DN75215_c0_g1		-2.725261098	0.000607489	0.008715434
TRINITY_DN41944_c0_g2		-2.724091372	0.001669837	0.016760256
TRINITY_DN32396_c1_g1		-2.723656224	0.000531148	0.008040534
TRINITY_DN17945_c0_g1		-2.719124521	2.79E-06	0.000396248
TRINITY_DN21561_c0_g1		-2.716309616	8.37E-05	0.002584786
TRINITY_DN46756_c0_g1		-2.715190794	0.000541107	0.008119632
TRINITY_DN25936_c2_g1		-2.712391591	7.66E-05	0.002478333
TRINITY_DN45482_c1_g1		-2.707116122	5.08E-05	0.001941848
TRINITY_DN50435_c0_g1		-2.703262353	0.001123695	0.012942725
TRINITY_DN43056_c0_g1		-2.700571563	0.001519652	0.015762199
TRINITY_DN1767_c56_g1		-2.700073769	1.83E-06	0.000308901
TRINITY_DN18870_c1_g1		-2.69754339	5.93E-05	0.002115219
TRINITY_DN122336_c0_g1		-2.696526942	4.54E-05	0.001811418
TRINITY_DN43336_c0_g1		-2.694266213	0.000703647	0.009599846
TRINITY_DN13273_c0_g2	Sgsm2 Kiaa0397 Rutbc1	-2.68973921	0.003997618	0.029883177
TRINITY_DN26333_c0_g1		-2.687224006	0.000686904	0.0094634
TRINITY_DN7935_c2_g1		-2.686646079	4.74E-06	0.00052587
TRINITY_DN26702_c0_g2		-2.683732701	8.93E-05	0.00268398
TRINITY_DN72097_c0_g1	SPACA6 SPACA6P UNQ2487/PRO5774	-2.679335106	0.003540028	0.027505936
TRINITY_DN43845_c0_g1		-2.670445631	0.00369997	0.028331565
TRINITY_DN37317_c0_g1	rps23	-2.669378845	0.00205217	0.019301968
TRINITY_DN35609_c0_g1		-2.667725839	0.000123455	0.003224663
TRINITY_DN48777_c0_g2		-2.665814487	4.56E-05	0.001816361
TRINITY_DN47193_c0_g1		-2.663543138	0.000365866	0.006363796
TRINITY_DN22426_c0_g1		-2.660908847	0.000118652	0.003147446
TRINITY_DN15717_c0_g1		-2.660286662	0.000268286	0.005222925
TRINITY_DN71259_c0_g1		-2.654622804	0.000701363	0.009579827
TRINITY_DN5268_c0_g1		-2.654533952	3.50E-07	0.000139555
TRINITY_DN1318_c4_g1		-2.652874677	7.65E-05	0.002478333
TRINITY_DN91131_c0_g1		-2.652850754	0.000115593	0.003111432
TRINITY_DN47911_c0_g1		-2.652694085	0.000701406	0.009579827
TRINITY_DN68388_c0_g1		-2.649975458	0.000102352	0.002891135
TRINITY_DN77391_c0_g1		-2.635928571	4.28E-05	0.001744508
TRINITY_DN37472_c0_g1		-2.63573835	0.002696912	0.023058558
TRINITY_DN37204_c0_g1		-2.630711611	0.000216726	0.004584349
TRINITY_DN105079_c0_g1		-2.630488916	0.001934028	0.01854097
TRINITY_DN109181_c0_g1		-2.630006803	0.000584779	0.008498212
TRINITY_DN27107_c0_g1	eif3k eif3s12 zgc:110726	-2.629520907	0.000138754	0.003456065
TRINITY_DN8611_c0_g2		-2.62818986	0.003718531	0.028420824
TRINITY_DN18614_c0_g1		-2.624052615	9.97E-06	0.000756477
TRINITY_DN16961_c1_g1		-2.622209065	0.000851885	0.010803488
TRINITY_DN5097_c0_g3		-2.620149016	9.23E-05	0.002731892
TRINITY_DN107009_c0_g1		-2.618154445	0.001265924	0.013976088
TRINITY_DN2739_c1_g1		-2.617115976	1.57E-06	0.000292964
TRINITY_DN28818_c0_g1		-2.616662236	0.000194101	0.004278947
TRINITY_DN48316_c0_g1	DAN4 YJR151C J2223	-2.608839869	2.78E-05	0.001364868
TRINITY_DN14560_c0_g1		-2.604017122	5.41E-05	0.002010417
TRINITY_DN61059_c0_g1		-2.602952285	2.66E-05	0.001331193
TRINITY_DN37938_c0_g1	Poln	-2.60116646	4.33E-06	0.000502193
TRINITY_DN8903_c0_g1		-2.59458374	7.12E-09	1.36E-05
TRINITY_DN36811_c0_g1	ttll7	-2.592955022	1.61E-07	9.29E-05
TRINITY_DN7380_c2_g1		-2.591501991	0.002943685	0.024440856
TRINITY_DN32270_c0_g1		-2.591491046	0.000840563	0.010687423
TRINITY_DN16231_c3_g1		-2.590979769	0.000583608	0.008485192
TRINITY_DN47330_c2_g1		-2.589768974	7.01E-05	0.002338984
TRINITY_DN24204_c0_g1		-2.58765405	3.00E-05	0.001423601
TRINITY_DN4116_c0_g1		-2.5862919	3.07E-06	0.000416377
TRINITY_DN22094_c2_g1		-2.58287021	0.000123387	0.003224663
TRINITY_DN41029_c2_g3	ATP6V1B2 ATP6B2	-2.582678461	0.000518196	0.007924116
TRINITY_DN64221_c0_g1		-2.578084587	0.001305342	0.014265881
TRINITY_DN11330_c1_g1		-2.573591114	0.000114845	0.003098068
TRINITY_DN107108_c0_g1		-2.569307902	0.001731297	0.017187128
TRINITY_DN30044_c0_g1		-2.567990786	0.003137006	0.025463892
TRINITY_DN6387_c0_g1		-2.563910047	3.52E-06	0.000451161
TRINITY_DN28457_c0_g1		-2.563634202	0.000737232	0.009870441
TRINITY_DN35655_c1_g2		-2.563228399	0.002250102	0.020414068
TRINITY_DN36293_c0_g2		-2.561605265	0.006340627	0.040475657
TRINITY_DN69403_c0_g3		-2.55878408	0.003518236	0.027388994
TRINITY_DN113701_c0_g1		-2.556390528	0.000832906	0.010637083
TRINITY_DN57829_c0_g2		-2.555844604	1.72E-06	0.000301762
TRINITY_DN124384_c0_g1		-2.554927535	0.001039185	0.012279666
TRINITY_DN5755_c1_g1		-2.550641679	0.000111798	0.003055899
TRINITY_DN154314_c0_g1		-2.546419728	0.000467201	0.007418034
TRINITY_DN80986_c0_g1		-2.544034027	0.001720684	0.017116724
TRINITY_DN120534_c0_g1		-2.543253917	5.09E-05	0.001944152
TRINITY_DN20899_c1_g1		-2.539649821	2.05E-05	0.001148982
TRINITY_DN107510_c0_g1		-2.539371837	0.001181825	0.013355661
TRINITY_DN15872_c0_g2		-2.536626839	0.0031042	0.025290694
TRINITY_DN4953_c1_g1		-2.53627936	0.000839026	0.010677699
TRINITY_DN23694_c0_g1	abcG23 DDB_G0269026	-2.533558082	2.94E-05	0.001406599
TRINITY_DN21564_c0_g1		-2.533450086	3.78E-07	0.000143221
TRINITY_DN39243_c0_g1		-2.53066885	0.000122183	0.003211811
TRINITY_DN22166_c0_g1		-2.529495387	4.18E-06	0.000497309
TRINITY_DN37330_c0_g1		-2.527743811	0.002279227	0.020596768
TRINITY_DN23674_c0_g1		-2.52375384	0.00709571	0.043366058
TRINITY_DN31953_c0_g1		-2.521096108	0.000554691	0.008243338
TRINITY_DN13148_c0_g1		-2.520012563	8.60E-07	0.000208965
TRINITY_DN51426_c1_g2		-2.518002208	0.006681901	0.041851098
TRINITY_DN56967_c0_g1		-2.517532256	0.002849154	0.023913223
TRINITY_DN19188_c0_g2		-2.516756311	0.004721882	0.0334519
TRINITY_DN40623_c0_g1		-2.516046066	1.23E-05	0.000853048
TRINITY_DN21087_c0_g1	Mypn Kiaa4170	-2.511261492	1.25E-07	7.88E-05
TRINITY_DN150410_c0_g1		-2.510640029	0.000105061	0.002939472
TRINITY_DN150061_c0_g1		-2.5092145	1.63E-05	0.001006514
TRINITY_DN22782_c0_g1		-2.508753954	0.002554985	0.022214196
TRINITY_DN150960_c0_g1	Ppp2r5a	-2.508031965	0.000323495	0.005906312
TRINITY_DN19447_c0_g1		-2.50641706	8.33E-06	0.000694268
TRINITY_DN37999_c1_g1		-2.506209935	3.27E-05	0.001489275
TRINITY_DN22536_c0_g1		-2.505579475	3.60E-05	0.001579094
TRINITY_DN55006_c1_g1	0	-2.505241753	0.000131503	0.003344295
TRINITY_DN35709_c0_g1		-2.500056669	2.16E-06	0.000345698
TRINITY_DN40368_c0_g1		-2.49948459	3.55E-05	0.00156326
TRINITY_DN159589_c0_g1		-2.499185865	0.000931626	0.011418424
TRINITY_DN20886_c0_g2		-2.496389023	0.004250317	0.031073711
TRINITY_DN6006_c1_g1		-2.495480956	0.003755674	0.028626757
TRINITY_DN244_c0_g2		-2.493690881	7.30E-06	0.000646469
TRINITY_DN62307_c0_g1		-2.490952493	1.07E-06	0.000233717
TRINITY_DN32387_c2_g1		-2.490368746	6.23E-06	0.000590522
TRINITY_DN38286_c0_g1		-2.489169313	0.001451643	0.015302563
TRINITY_DN635_c11_g1		-2.489136891	0.005309506	0.036230678
TRINITY_DN35934_c0_g1		-2.489018568	0.002200884	0.020136342
TRINITY_DN30804_c1_g1		-2.484107115	0.002035877	0.01918378
TRINITY_DN76128_c0_g1		-2.483962023	0.003539571	0.027505841
TRINITY_DN74822_c0_g1		-2.480724021	0.000123959	0.003233724
TRINITY_DN108501_c0_g1		-2.474706565	0.000165344	0.003862914
TRINITY_DN22174_c0_g2		-2.471660013	0.000141365	0.003492837
TRINITY_DN150256_c0_g1	FAM237A	-2.470269886	6.14E-06	0.000584613
TRINITY_DN106323_c0_g1		-2.469182037	5.95E-05	0.002116615
TRINITY_DN16430_c0_g1		-2.468489312	0.002073927	0.019429654
TRINITY_DN48949_c0_g3		-2.463042326	0.000122116	0.003211811
TRINITY_DN32066_c1_g1		-2.462953909	0.000209944	0.004495024
TRINITY_DN40000_c0_g1		-2.462359235	0.001918121	0.018427005
TRINITY_DN154443_c0_g1		-2.45772651	1.48E-05	0.000950377
TRINITY_DN30824_c2_g2		-2.455070182	0.002821234	0.023749904
TRINITY_DN38845_c0_g1	CG17896	-2.446742412	0.003804604	0.028882065
TRINITY_DN11445_c0_g1		-2.444120739	7.14E-05	0.002367269
TRINITY_DN974_c2_g2		-2.441402484	0.002324949	0.020854289
TRINITY_DN32957_c0_g1		-2.439140643	0.000621067	0.008840395
TRINITY_DN83424_c0_g1		-2.438908924	0.00340294	0.026808462
TRINITY_DN52853_c0_g1		-2.438621553	0.000202644	0.004384334
TRINITY_DN53940_c4_g1		-2.436714623	0.000491482	0.007667517
TRINITY_DN11524_c0_g1		-2.43538651	0.000611785	0.008760788
TRINITY_DN29639_c0_g2		-2.433826476	0.005811417	0.038297053
TRINITY_DN79008_c0_g1		-2.428313147	0.002568305	0.02230488
TRINITY_DN31990_c0_g1		-2.423675529	0.003564174	0.027633667
TRINITY_DN71528_c0_g1		-2.422892086	0.000591727	0.008569633
TRINITY_DN49598_c0_g1		-2.42143361	6.81E-05	0.002299345
TRINITY_DN23930_c0_g2		-2.421067919	0.000563038	0.008311876
TRINITY_DN31272_c0_g2		-2.419232643	0.000524568	0.007983978
TRINITY_DN75529_c0_g1		-2.417896326	0.000389017	0.006597374
TRINITY_DN72287_c0_g1		-2.416374925	0.00067431	0.009335709
TRINITY_DN18744_c0_g1		-2.415162784	0.00076767	0.010113527
TRINITY_DN35130_c0_g1	Ncstn	-2.413716983	0.004031961	0.030050155
TRINITY_DN39153_c0_g1		-2.413582697	2.08E-05	0.001159047
TRINITY_DN23239_c2_g1		-2.411404232	0.005266252	0.036007143
TRINITY_DN8861_c0_g2		-2.411268869	6.05E-08	5.22E-05
TRINITY_DN13158_c0_g1		-2.410515524	0.004376843	0.031718411
TRINITY_DN48564_c0_g1		-2.409880936	0.000353961	0.006216306
TRINITY_DN44266_c0_g1		-2.407005721	0.00126776	0.013986742
TRINITY_DN28554_c0_g1		-2.405123762	0.000180198	0.004086248
TRINITY_DN41993_c0_g1		-2.404672364	0.0004235	0.006971543
TRINITY_DN18702_c0_g2		-2.400856845	5.31E-07	0.000171679
TRINITY_DN22931_c1_g1		-2.399802289	0.000121723	0.003209367
TRINITY_DN30486_c2_g2		-2.398743786	8.20E-06	0.000692056
TRINITY_DN14628_c0_g1		-2.398545003	0.000791016	0.010301292
TRINITY_DN28537_c0_g1	pg Spg	-2.396628502	0.000104326	0.00292548
TRINITY_DN76829_c0_g1		-2.394641277	0.000327657	0.005941913
TRINITY_DN24669_c0_g1	WBP1	-2.394484575	2.57E-05	0.001305328
TRINITY_DN33967_c0_g2		-2.391330126	7.12E-06	0.000635536
TRINITY_DN17053_c0_g2		-2.388263781	0.000245573	0.004937681
TRINITY_DN50106_c2_g1		-2.386008227	0.000273393	0.005277109
TRINITY_DN14599_c2_g1		-2.383811576	0.00037012	0.006403517
TRINITY_DN123231_c0_g1		-2.382504041	3.42E-05	0.001537679
TRINITY_DN8100_c1_g1		-2.382123886	0.004342578	0.031539106
TRINITY_DN139309_c0_g1		-2.381013573	3.71E-05	0.001604575
TRINITY_DN34365_c0_g1		-2.379132792	0.000463038	0.007377169
TRINITY_DN94111_c0_g1		-2.378706482	0.000761486	0.010062109
TRINITY_DN157592_c0_g1		-2.377570196	0.001099268	0.012744571
TRINITY_DN138333_c0_g1		-2.375965529	0.000128996	0.003311946
TRINITY_DN17967_c0_g2		-2.375178892	0.005390031	0.036521689
TRINITY_DN30561_c1_g3		-2.373010364	0.003261869	0.026106793
TRINITY_DN35297_c0_g1		-2.371964153	2.78E-05	0.001364868
TRINITY_DN9465_c2_g1		-2.368239962	0.000181784	0.004102818
TRINITY_DN30531_c0_g1		-2.365749356	0.000378586	0.006491783
TRINITY_DN98228_c0_g1		-2.36348196	0.000955294	0.011608636
TRINITY_DN1346_c0_g3		-2.362661046	0.00279812	0.023665018
TRINITY_DN44766_c3_g1		-2.361997496	0.001362975	0.014704768
TRINITY_DN65158_c0_g1		-2.357647188	6.49E-05	0.002232848
TRINITY_DN66111_c0_g1		-2.357375346	3.92E-06	0.000477263
TRINITY_DN16119_c0_g1		-2.356376651	0.000222208	0.004664315
TRINITY_DN22941_c1_g1		-2.35622679	0.00218953	0.02007798
TRINITY_DN39497_c0_g1		-2.354795751	0.000217277	0.004588382
TRINITY_DN22321_c0_g1		-2.352470558	0.002585415	0.022400543
TRINITY_DN32153_c0_g1	mtbp	-2.351937665	0.003806953	0.028889239
TRINITY_DN1980_c1_g1		-2.351922778	2.81E-06	0.000396725
TRINITY_DN5009_c0_g2	ZMYM1	-2.351626586	7.82E-05	0.002496564
TRINITY_DN4444_c2_g1		-2.351617905	0.003439811	0.027006085
TRINITY_DN22698_c1_g1		-2.35103615	4.78E-05	0.001875956
TRINITY_DN39123_c0_g1	Slc25a13	-2.349076374	7.66E-05	0.002478333
TRINITY_DN47070_c0_g3	GPS1 COPS1 CSN1	-2.348501705	0.001540539	0.015901906
TRINITY_DN60949_c3_g2		-2.346744821	0.001137242	0.01303818
TRINITY_DN96242_c0_g1		-2.346292973	0.006783119	0.042173157
TRINITY_DN25401_c1_g1	Adcy8	-2.34575575	0.001811938	0.017728336
TRINITY_DN41624_c1_g3		-2.345201343	8.34E-05	0.00257771
TRINITY_DN27590_c0_g1		-2.343095213	0.000237364	0.004843654
TRINITY_DN35172_c0_g1		-2.343031391	0.000758545	0.010045548
TRINITY_DN18702_c0_g3		-2.341595682	1.05E-05	0.00077935
TRINITY_DN16030_c0_g1		-2.339788175	0.000411143	0.006841079
TRINITY_DN19880_c0_g1		-2.339104444	0.000444645	0.007185538
TRINITY_DN32944_c0_g1		-2.338821678	1.22E-06	0.000250308
TRINITY_DN155503_c0_g1		-2.338331423	0.000678686	0.009371082
TRINITY_DN57635_c0_g1		-2.337234742	0.000726601	0.009787563
TRINITY_DN33800_c3_g1		-2.337004883	0.004942063	0.034473845
TRINITY_DN39098_c0_g3		-2.336996388	0.005591973	0.037358787
TRINITY_DN24829_c0_g1		-2.336457484	9.30E-05	0.002734028
TRINITY_DN49352_c0_g2		-2.336399668	0.00794029	0.046801933
TRINITY_DN7941_c3_g1		-2.334786308	0.001071932	0.012523747
TRINITY_DN32178_c0_g1	CTCF	-2.334594104	0.000620912	0.008840228
TRINITY_DN157665_c0_g1		-2.330402536	0.002156129	0.019881396
TRINITY_DN13415_c1_g1		-2.327881364	0.001643111	0.016591498
TRINITY_DN135396_c0_g1		-2.322235419	0.002478844	0.021820913
TRINITY_DN12633_c0_g1		-2.321665861	0.00505842	0.035036153
TRINITY_DN89849_c0_g1		-2.319491555	5.97E-05	0.002119672
TRINITY_DN9642_c2_g1		-2.318719593	1.48E-06	0.000285745
TRINITY_DN15964_c0_g1		-2.318620239	2.68E-05	0.001338695
TRINITY_DN11109_c4_g1		-2.318061381	3.37E-05	0.001520466
TRINITY_DN24182_c0_g1	Tubgcp4 D2Ertd435e Gcp4	-2.317299677	0.002733169	0.023307237
TRINITY_DN16807_c0_g1		-2.317113182	4.59E-06	0.000520191
TRINITY_DN25172_c0_g1		-2.316350185	0.001522619	0.015771799
TRINITY_DN14973_c1_g3		-2.313986113	1.29E-05	0.000880342
TRINITY_DN15520_c0_g1		-2.313342535	2.45E-05	0.001269811
TRINITY_DN24230_c1_g1		-2.311903302	6.94E-05	0.002326402
TRINITY_DN34133_c0_g2		-2.311439679	0.000329562	0.005955574
TRINITY_DN537_c0_g1	PF11_0240 PF3D7_1122900	-2.309725592	0.000247759	0.004962514
TRINITY_DN36683_c0_g1		-2.308553855	0.004029991	0.030042727
TRINITY_DN13648_c0_g1	Gria4 Glur4	-2.306375384	0.000158906	0.003760868
TRINITY_DN12421_c1_g1		-2.30436894	4.49E-05	0.001794394
TRINITY_DN17406_c0_g1	ANK1 ANK	-2.304100926	0.000103056	0.002904374
TRINITY_DN23295_c0_g1		-2.303429114	0.001772955	0.01744922
TRINITY_DN36978_c0_g1		-2.303120668	0.006557747	0.041378273
TRINITY_DN35843_c0_g1		-2.302190717	0.004699044	0.0333475
TRINITY_DN23292_c3_g1		-2.301301355	0.003070807	0.025114726
TRINITY_DN145303_c0_g1		-2.300546106	0.002095821	0.019551704
TRINITY_DN26719_c0_g2		-2.298718059	0.000399982	0.00672239
TRINITY_DN52173_c0_g1		-2.298581291	0.000653295	0.009132822
TRINITY_DN48943_c0_g1		-2.296125773	0.00704425	0.043190184
TRINITY_DN194_c3_g1	ric1	-2.293754691	1.21E-05	0.000847325
TRINITY_DN19772_c0_g1	Ptprd	-2.292328676	7.82E-05	0.002496564
TRINITY_DN25705_c0_g1		-2.291442518	3.70E-07	0.00014112
TRINITY_DN33541_c3_g1		-2.287008962	0.000113326	0.00308267
TRINITY_DN24641_c0_g1		-2.286715854	7.98E-07	0.000203092
TRINITY_DN11470_c0_g1		-2.286391777	4.49E-06	0.000514916
TRINITY_DN134982_c0_g1		-2.284370838	0.000757054	0.01003361
TRINITY_DN29697_c0_g1		-2.282328451	0.007112716	0.043420267
TRINITY_DN21809_c0_g1		-2.281192456	0.00470681	0.033382303
TRINITY_DN107957_c0_g1		-2.281084882	0.001526883	0.015808766
TRINITY_DN32681_c0_g1		-2.278889447	0.000528222	0.008015881
TRINITY_DN50255_c0_g1	Gpr17	-2.277862087	0.000143364	0.003516744
TRINITY_DN51578_c0_g1		-2.27406234	3.60E-05	0.001578121
TRINITY_DN22721_c2_g1		-2.271922861	5.83E-05	0.002093653
TRINITY_DN14084_c1_g1	MYLK	-2.271817738	1.36E-05	0.000907317
TRINITY_DN6145_c2_g1		-2.268607865	0.000521911	0.007959245
TRINITY_DN57603_c0_g1		-2.268074986	0.006713641	0.041933308
TRINITY_DN49523_c0_g1		-2.26591557	0.005742308	0.038023682
TRINITY_DN62629_c0_g1		-2.265382645	0.003346446	0.026516625
TRINITY_DN94400_c0_g1	Y82E9BR.3	-2.262481794	0.000215881	0.00457209
TRINITY_DN31489_c0_g1		-2.261829637	0.003644017	0.028042904
TRINITY_DN24945_c0_g1	Grin1 Nmdar1	-2.261415551	0.000574138	0.0084049
TRINITY_DN46341_c1_g1		-2.261076014	8.85E-06	0.00071477
TRINITY_DN8371_c0_g2		-2.260502322	0.000147058	0.003573601
TRINITY_DN85066_c0_g1	Ppa1 Pp Pyp	-2.25895816	0.000315974	0.005806769
TRINITY_DN22321_c0_g2		-2.258590022	0.007061528	0.043236017
TRINITY_DN10545_c0_g2		-2.256613652	0.00057877	0.008436709
TRINITY_DN28973_c0_g1		-2.256594978	0.006041849	0.039237751
TRINITY_DN70016_c1_g1		-2.255952932	0.001264468	0.013967359
TRINITY_DN20949_c0_g1		-2.254904858	0.008228912	0.047958363
TRINITY_DN40708_c0_g1		-2.254455757	0.002886467	0.024098641
TRINITY_DN29399_c0_g1	WDR13	-2.251541193	0.004644256	0.033046617
TRINITY_DN12561_c1_g2		-2.248298843	0.000426392	0.007006496
TRINITY_DN7000_c3_g3		-2.247924297	0.001302595	0.014245953
TRINITY_DN7181_c4_g1		-2.246040312	9.24E-05	0.002734028
TRINITY_DN28019_c0_g1		-2.245370091	0.00366368	0.028145362
TRINITY_DN25729_c0_g1		-2.245121745	2.42E-06	0.000366989
TRINITY_DN28401_c5_g1		-2.244206936	0.005494241	0.036964789
TRINITY_DN43606_c7_g1		-2.243199672	0.004688635	0.033285105
TRINITY_DN107575_c0_g1		-2.241581881	4.94E-05	0.001907502
TRINITY_DN91242_c0_g1		-2.238571657	0.000200646	0.004360608
TRINITY_DN27883_c0_g5		-2.237457272	0.00179647	0.01760489
TRINITY_DN38579_c1_g1		-2.236203097	0.00467479	0.033213549
TRINITY_DN38155_c0_g1		-2.233809814	0.006776392	0.04216134
TRINITY_DN37800_c0_g1	RABGGTA	-2.231128197	0.000173011	0.003981277
TRINITY_DN841_c4_g2		-2.229999282	0.001178719	0.013330317
TRINITY_DN18062_c0_g1		-2.229854724	0.001643558	0.016591498
TRINITY_DN54216_c1_g1		-2.227025491	0.002258058	0.020467171
TRINITY_DN39012_c3_g1	Smox Smo	-2.225004123	8.77E-06	0.000711433
TRINITY_DN11832_c0_g2		-2.220972219	0.004113921	0.030423037
TRINITY_DN43318_c0_g1	GRM1 GPRC1A MGLUR1	-2.218976514	0.001010677	0.012064042
TRINITY_DN95052_c0_g1		-2.218185705	0.000101333	0.002875516
TRINITY_DN38513_c0_g1		-2.217251665	0.002451321	0.021651293
TRINITY_DN54964_c1_g1		-2.214898277	5.66E-06	0.00056364
TRINITY_DN33518_c0_g1		-2.214447264	0.000840036	0.010686146
TRINITY_DN4893_c1_g1		-2.212463079	0.000288913	0.005470539
TRINITY_DN15884_c2_g2		-2.210632369	0.00186951	0.018120869
TRINITY_DN19323_c4_g1		-2.209343092	0.006994421	0.04300234
TRINITY_DN40662_c0_g1	SRGAP1 ARHGAP13 KIAA1304	-2.208351968	0.001632476	0.016527653
TRINITY_DN25371_c1_g1		-2.207059201	0.001324892	0.014413358
TRINITY_DN106234_c0_g1		-2.206512919	0.001438378	0.015213775
TRINITY_DN33634_c0_g1		-2.205728928	0.000377169	0.00648009
TRINITY_DN8861_c0_g1		-2.205662215	1.21E-05	0.000847325
TRINITY_DN28552_c1_g1		-2.200053437	0.001743087	0.017259429
TRINITY_DN135270_c0_g1	POLE POLE1	-2.200009448	0.001319442	0.014373565
TRINITY_DN24037_c1_g1		-2.198933001	0.007839053	0.046355662
TRINITY_DN74161_c0_g1		-2.198003591	0.000261035	0.005134949
TRINITY_DN46592_c0_g1		-2.197848913	2.29E-05	0.001221594
TRINITY_DN154909_c0_g1		-2.197448209	0.008616373	0.049382195
TRINITY_DN17463_c0_g1		-2.195135737	5.57E-06	0.000559662
TRINITY_DN6188_c1_g2	Tanc1	-2.194097375	0.000326589	0.005936477
TRINITY_DN15869_c2_g1		-2.193587808	0.000632767	0.008967658
TRINITY_DN28890_c0_g1		-2.19295857	0.000380672	0.006505571
TRINITY_DN45803_c3_g1		-2.192775602	5.19E-05	0.001970886
TRINITY_DN30254_c0_g1		-2.192180085	1.97E-06	0.000324028
TRINITY_DN38252_c0_g1		-2.191482807	0.000167679	0.00389681
TRINITY_DN73931_c0_g1	BCO1 BCDO BCMO1	-2.191143537	0.000560662	0.008290174
TRINITY_DN146771_c0_g1		-2.188519022	7.69E-06	0.000666655
TRINITY_DN45716_c0_g1		-2.187499663	6.93E-05	0.00232517
TRINITY_DN29206_c1_g1		-2.184369619	0.006460871	0.040986004
TRINITY_DN76950_c0_g1		-2.183420564	5.67E-06	0.00056381
TRINITY_DN1142_c6_g1		-2.178461647	0.000240924	0.00487756
TRINITY_DN806_c0_g1	iga	-2.177836426	0.000113917	0.003087001
TRINITY_DN24467_c0_g1		-2.17633125	0.00122652	0.01369285
TRINITY_DN94544_c0_g1		-2.175012947	0.001240866	0.013793156
TRINITY_DN70311_c0_g1		-2.174122199	0.000178841	0.004065928
TRINITY_DN19209_c0_g1		-2.173849373	0.003633949	0.027995115
TRINITY_DN121131_c0_g1		-2.173144535	1.65E-05	0.001011445
TRINITY_DN35850_c0_g1		-2.170118679	0.004805721	0.033813089
TRINITY_DN36913_c2_g1		-2.167294643	0.000255219	0.005062411
TRINITY_DN19759_c0_g1		-2.166429423	0.004138234	0.030547241
TRINITY_DN36393_c0_g1		-2.163900855	3.14E-06	0.000423793
TRINITY_DN39027_c0_g1		-2.162907767	1.81E-06	0.0003082
TRINITY_DN17320_c1_g1		-2.161948746	5.74E-05	0.002076427
TRINITY_DN19069_c2_g1		-2.16084614	0.000891532	0.011085445
TRINITY_DN45683_c0_g1		-2.160375227	0.001001973	0.011993934
TRINITY_DN7415_c3_g2		-2.159960825	9.74E-05	0.002812848
TRINITY_DN44744_c0_g2		-2.15787181	0.001284524	0.014120849
TRINITY_DN63965_c0_g1		-2.157821312	0.000169052	0.003921343
TRINITY_DN19158_c0_g1		-2.157618581	0.001467749	0.015420371
TRINITY_DN123376_c0_g1		-2.156750218	0.000529684	0.00802821
TRINITY_DN60627_c0_g2		-2.156641346	0.006085127	0.039390339
TRINITY_DN100416_c0_g1		-2.153985529	0.002977544	0.024632283
TRINITY_DN70238_c0_g1		-2.152452282	4.64E-05	0.001836711
TRINITY_DN46409_c0_g1		-2.14973129	0.000216191	0.004574823
TRINITY_DN146657_c0_g1		-2.149007981	0.000760904	0.010058729
TRINITY_DN51002_c0_g1		-2.148737195	8.29E-06	0.000692159
TRINITY_DN30561_c0_g1		-2.148223327	0.001292314	0.014182816
TRINITY_DN29249_c0_g1	SCYL2 CVAK104 KIAA1360	-2.148019746	0.000175936	0.004025081
TRINITY_DN74031_c0_g1		-2.147109192	0.000460287	0.007346039
TRINITY_DN46586_c1_g1		-2.142997613	2.73E-06	0.000390105
